Sample_ID,Sample_Stratum,DDB_ID,Title,Place,Date_NotBefore,Date_NotAfter,Grain_Form,Context_Window,Has_Money_Cue,Has_Unit_Cue,Has_Number,Human_Label,Human_Commodity,Human_Qty,Human_Unit,Human_Price,Human_Currency,Human_Notes,RB_Grain_Form,RB_Qty_Value,RB_Qty_Unit,RB_Price_Value,RB_Price_Cur,RB_Score,RB_Priceword_Near,RB_Context_Type,RB_Signal_Type,RB_Signal_Strength,RB_Neg_Signals,LLM_Is_Price,LLM_Confidence,LLM_Commodity,LLM_Qty,LLM_Unit,LLM_Price,LLM_Currency,LLM_Reasoning
32,A_money,sb;8;9699,keiner,Hermopolites,,,πυρου,υ ὁμοίως δ πι δραχμαὶ 4 | 13 τιμῆ ς πυροῦ ἀρταβῶν 6 ἐκ δραχμῶν 10 ἀργ υρίου δραχμαὶ 60 | 20 τιμῆ ς πυροῦ ἀρταβῶν 14 πεπραμένω ν κατὰ μ έρος Ἐπιμάχ ου εἰπ όντος ἀργ υρίου δραχμαὶ 140 | 21 Ἀπολλοδώρο υ ἰατρ,True,True,True,TP,,,,,,"Price: τιμῆς πυροῦ ἀρταβῶν 6 ἐκ δραχμῶν 10 — price of 6 artabas wheat at 10 dr each, πεπραμένων sold",πυρου,6,αρταβων,10,δραχμων,46.76,yes,PRICE,"rate_construction,priceword_ext",0.8,,True,high,πυρου,6.0,artaba,60.0,drachma,"The phrase 'τιμῆς πυροῦ ἀρταβῶν 6 ἐκ δραχμῶν 10 ἀργυρίου δραχμαὶ 60' explicitly states the price (τιμή) of 6 artabas of wheat (πυροῦ) at 10 drachmas per artaba, totaling 60 drachmas of silver. The subsequent line also mentions 'πεπραμένων' (sold), confirming a sale context."
33,A_money,p.mich;5;238r,Grapheion Register,Tebtynis (Arsinoites),,,κριθ,πυροῦ ἀρταβῶν 3 δραχμαὶ 2 | ὁμο λογία Ποσιδωνίο υ πρὸ ς Δίδυμο ν παραθή κης ἀργ υρίου δραχμῶν 20 καὶ κριθ ῆς ἀρταβῶν 4 ὀβολοὶ 8 | δάνει ον δάνη ον Λυσιμάχο υ πρὸ ς Ἀγελᾶν καὶ ἄλλο ν ἀργ υρίου δραχμῶν 128,True,True,True,FP,,,,,,"παραθήκης κριθῆς ἀρταβῶν 4 — deposit of barley, grapheion register",κριθ,4,αρταβων,24,δραχμων,30.79,no,OTHER,,0.0,,True,high,κριθ,3.0,artaba,2.0,drachma,"The phrase 'πυροῦ ἀρταβῶν 3 δραχμαὶ 2' directly links 3 artabas of wheat to 2 drachmas, indicating a clear price or rate."
34,A_money,p.oxy;57;3906,Application for Seed - Corn,Oxyrhynchos,0229-10,0229-12,πυρου,τέταρτον ἀρούρας 9 1/2 1/8 1/64 καὶ ἐκ τ οῦ Ἀριστονίκου εἰς Παποντ ῶτα Ἀ ρ ίστω νος | το ῦ Α υ ἀν ὰ πυροῦ ἀρτάβας 3 1/4 1/32 1/64 καὶ δραχμὰς 6 ἀ πὸ ἀρουρῶν 7 1/2 τὸ ἥμισυ τέταρτον ἀρούρας 5 1/2 1/8 καὶ ἐκ,True,True,True,FP,,,,,,,πυρου,2.1875,αρταβασ,5,δραχμασ,27.71,no,OTHER,,0.0,,False,high,πυρου,,,,,"The text describes a request for a loan (δάνεια) of wheat (πυροῦ) for sowing (σπέρματα, κατασποράν). There is no mention of any monetary amount or an exchange rate for the grain."
35,A_money,p.louvre;2;103,Verwaltungsdokument,Arsinoites (?),0001,0200,πυρου,"| Σισόις σ 1 ἔτους | πυροῦ χαλκῶι ἀρτάβαι | εἰς ἃς μεμετρῆσθαι | φακοῦ ἀρτάβαι 14 1/2 ἐκ δραχμῶν 4 , γίνονται ἀρ γ υρίου δραχμ",True,True,True,ME,,,,,,Rate construction: φακοῦ ἀρτάβαι 14½ ἐκ δραχμῶν 4 — but this is lentils (φακοῦ) not wheat; RB matched πυρου from nearby,πυρου,14.5,αρταβαι,4,δραχμων,38.5,no,PRICE,rate_construction,0.8,,True,high,πυρου,1.0,artaba,4.0,drachma,"The phrase 'φακοῦ ἀρτάβαι 14 1/2 ἐκ δραχμῶν 4' explicitly states a rate of 4 drachmas per artaba for lentils. While the total calculation is damaged, the unit price is clear."
36,A_money,p.petr;3;109,Military Taxes,Arsinoites,-0248-11-01,,πυρου,ικὸν πυροῦ 3 | γίνονται δραχμαὶ 19 2 πυροῦ 3 | τοῦ 37 ἔτους χωματικὸν 16 2 | ἁλικῆς 3 | φυλακιτικὸν πυροῦ 3 | γίνονται δραχμαὶ 19 2 πυροῦ 3 | τοῦ 38 ἔτους χω ματι κὸν πυροῦ 16 4 | ἁλικ ῆς 2 φυ λακι τικὸν π,True,False,True,FP,,,,,,,πυρου,,,18,δραχμαι,25.05,no,OTHER,,0.0,,True,high,πυρου,15.0,artaba,150.67,drachma,"The phrase 'δραχμαὶ 150 4 κριθῆς ἀρτάβας 15' explicitly links 15 artabas of barley to 150 drachmas and 4 obols (150 + 4/6 drachmas), indicating a price."
37,A_money,p.berl.salmen;;1,Payment of Soldiers’ Wages in Kind,Herakleopolis,,,πυρου,"καὶ αἱ δό σ εις | γινέσθωσαν κατὰ μῆνα τοῦ μην ὸς χαλκοῦ τάλαντα 12 , γίνονται χα λκοῦ τάλαντα 12 , πυροῦ ἀρτάβ ας 64 , γίνονται πυροῦ ἀρτάβαι 64 , καὶ σύ μβολον | καὶ ἀντισύ μβολον πο ί η σαι ὡς εἴθισ τ α",True,True,True,BORDER,,,,,,"χαλκοῦ τάλαντα 12... πυροῦ ἀρτάβας 64 — copper talents and wheat listed together in payment schedule, possibly rent",πυρου,,,12,ταλαντα,25.05,no,OTHER,,0.0,,False,high,πυρου,,,,,"The passage mentions a quantity of wheat (πυροῦ ἀρτάβας 64) as a 'due measure' (τὸ καθῆκον μέτρημα) and 'deliveries' (δόσεις), but no monetary value is associated with it. This indicates an allocation or payment in kind, not a grain price."
38,A_money,sb;30;17425,Landregister,"Hermopolites, Ägypten",0301,0350,πυρου,ς ἄρουρ- 5 | ἐκ τοῦ Μοσχίωνος ἰδι ωτικῆς ἐ σ π αρμένης ἄρουρ- 5 | φόρου ἀπο τ άκτου μετὰ τὰ δημόσια πυροῦ ἀρτάβ 10 τάλαντ- 3 δραχμ- 2000 | δι ὰ Κελε λ ύ τ ιος καὶ κοινωνῶν ἀπὸ Ἄρεως. ||| | ἱ ερᾶς γῆς ἐ σ π,True,True,True,FP,,,,,,"φόρου ἀποτάκτου — fixed rent after taxes, πυροῦ ἀρτάβ 10 τάλαντ 3 δραχμ 2000",πυρου,1,αρταβησ,1,ταλαντ,26.25,no,OTHER,,0.0,,,,πυρου,,,,,
39,A_money,p.mich;5;238r,Grapheion Register,Tebtynis (Arsinoites),,,πυρου,λοὶ 7 | ὁμο λογία Ἡρακλή ου καὶ τῆ ς γυ ναικὸς πρὸ ς Ἀπολλώ νιον παρα θήκης ἀργυρίου δραχμῶν 212 καὶ πυροῦ ἀρταβῶν 6 1/2 δραχμαὶ 4 | ὁμο λογία Ἁρμιύσιο ς πρὸ ς Δίδυμ ο ν ἐνοική σεως ἐνυκή σεως ἀργ υρίου δρ,True,True,True,ME,,,,,,,πυρου,5,αρταβων,200,δραχμων,29.46,no,OTHER,,0.0,,False,high,πυρου,,,,,"The passage describes an agreement (ὁμολογία) concerning a deposit (παραθήκη) of 200 drachmas of silver, 5 artabas of wheat, 5 artabas of barley, and 6 drachmas. The 6 drachmas are listed as another item in the deposit, not explicitly as the price or valuation of the grain."
40,A_money,sb;18;14039,Liste von Steuerschulden,Oxyrhynchites (?),0368,0369,σιτου,πίου δεσμ αὶ 3 | δελφάκια 9 | φοινίκ ων ἀρτάβαι 1 | οἴνου κερ άμια | Κοπρέως ἀργυ ρ ί ο υ τάλαντα | σίτου ἀρτάβαι 452 | κριθῶν ἀρτάβαι | λαχάνου ἀρτάβαι | σησάμου ἀρτάβαι | οἴνου κ ερ άμι | στιπ πίου δε σ,True,True,True,FP,,,,,,"Inventory/account: σίτου ἀρτάβαι 452 listed alongside other goods, no price linkage",σιτου,384,αρταβαι,53,ταλαντα,32.88,no,OTHER,,0.0,,,,σιτου,,,,,
41,A_money,p.berl.salmen;;9,Request of Seed from a Private Landowner,Herakleopolis,-0086,-0085,πυρου,"ὀλιοσ π όρων πυροῦ ἀρταβῶν 15 1050 , τοῦ 30 ἔτους πυροῦ ἀρταβῶν 39 χαλκοῦ τάλαντα 1050 , | γίνονται πυροῦ 54 τάλαντα 2100 2775 , | τ ῶν καὶ ἐν τῶι 25 ἔτει δεδειγμένω ν πυροῦ ἀρταβῶν | χαλκοῦ 2775 31 ἔτους",True,True,True,FP,,,,,,Rent/lease: πυροῦ ἀρταβῶν 39 χαλκοῦ τάλαντα 1050 — grain rent with bronze payment,πυρου,39,αρταβων,1050,ταλαντα,27.91,no,OTHER,,0.0,,False,high,πυρου,,,,,"The text describes a request for 1 artaba of wheat per aroura 'for seeds' (εἰς σπέρματα). There is no mention of a monetary value or exchange, only a distribution of grain for agricultural purposes."
42,A_money,p.berl.frisk;;1,Bankakten aus dem Faijûm,Ptolemais Euergetis (Arsinoites),,,πυρου,"ίστου | καὶ Πολ έμωνος ὑπ ὲρ φο ρέτρων πυροῦ ἀπεργ ασίας γε ν ομένης | ἐπὶ σοὶ γενή ματος 1 7 ἔτους πυροῦ ἀρτάβας 4 1/4 , τιμῆς τειμῆς | ὡς τῆς ἀρτάβης ἑκά στης 8 , τ ὰς συν αγ ομ ένας ἀργ υρί ου | δραχμὰς",True,True,True,ME,,,,,,,πυρου,2.083333,αρταβασ,25,δραχμασ,27.63,no,PRICE,priceword_ext,0.6,,True,high,πυρου,12.0,artaba,8.0,drachma,"The phrase 'τιμῆς ... ὡς τῆς ἀρτάβης ἑκάστης 8' explicitly states a valuation rate of 8 drachmas per artaba for 12 artabas of wheat. The total amount 'ἐνενή' (ninety) is incomplete and potentially inconsistent with 12*8=96, indicating damage."
43,A_money,p.graux;3;30col3,keiner,Ptolemais Euergetis (Arsinoites),,,πυρου,"Πο | λέμωνος μερίδος εἰς τοὺς ὅρμους ἀπεργασίας γενή ματος 17 ἔτους Ἀντωνίνου | Καίσαρος τοῦ κυρίου πυροῦ ἀρτάβας 82 , κριθῆς ἀρτάβας 6 1/2 , τιμῆς τειμῆς ὡς τῆς ἀρτάβης τοῦ το | μὲν πυροῦ ἐκ δραχμῶν 8 , δ",True,True,True,TP,,,,,,,πυρου,82,αρταβασ,8,δραχμων,39.18,no,PRICE,"rate_construction,priceword_ext",0.8,,False,high,πυρου,,,,,"The passage explicitly mentions 'ὑπὲρ φορέτρων' (for freight charges) of wheat and barley. Freight fees are to be excluded as they are not a price for the grain itself, but for its transport."
44,A_money,sb;26;16551,Notizen zu Arbeiten an Dämmen,Arsinoites,0201,0250,κριθη,ντων ἔ ργα τῶν χωματικ ῶν χοματι κ ῶν | Σαπρίωνος ἕως αἵως 6 ἔργ α 12 | τούτων ἔλαβε αἴλαβη μέτρα 2 κριθῆ ς | χαλκοῦ δραχμὰς 8 ὁμοί ως κρι θῆς μέτρα 6 | | λόγος Τούρβονος ἕως αἵως 6 ἔργ α 4 | τούτων ἔλαβε,True,True,True,FP,,,,,,"Tax: χωματικῶν embankment work payments, barley as labor payment",,,,,,,,TAX,,,TAX,,,κριθη,,,,,
45,A_money,o.douch;2;132,Compte en espèces et en nature,Kysis (Oasis Magna),0301,0425,σιτου,| ἀργ υ ρ ίου | ὁ μ οί ως πάλιν ἀργυρ ίου τάλαντα 2000 | ὁμοί ως σίτου ἀρτάβη 1 1/2 | ὁμοί ως ὑπὲρ Λατο πολιτῶν μυρ ιάδες 200 | Λάτῳ ἐπιμελητῇ ἐπιμελι μυρ ιάδες 300 | | λ,True,True,True,FP,,,,,,Account: ἀργυρίου τάλαντα 2000... σίτου ἀρτάβη 1½ — separate items in list,σιτου,1.5,αρταβη,2000,ταλαντα,29.29,no,OTHER,,0.0,,False,high,σιτου,,,,,"The text lists various items, including a quantity of grain (1.5 artabas) and separate monetary amounts, but there is no explicit link or transactional expression connecting the grain to any specific price. The items are listed with 'likewise' (ὁμοίως), indicating separate entries rather than an exchange rate."
46,A_money,p.sarap;;79e,Comptes de dépenses au titre de l’impôt,Hermopolites,0127,0128,πυρου,Πα τεμ ί τ ης ἄνω ἀρτάβης 1 2/3 δραχμαὶ 13 2 | ναυβ ίου 5 ἔτους 3 5 | Πατε μ είτ ης κ ά τ ω τιμ ῆς πυροῦ ἀρταβῶν 2 δραχμαὶ 16 | ναυβ ίου 5 ἔτους 2 | ἀπ ο 5 ἔτους 1 2 | γε ωμε τρίας 5 ἔτους 5 χαλκοῖ 2 2 |,True,True,True,TP,,,,,,τιμῆς πυροῦ ἀρταβῶν 2 δραχμαὶ 16 — price of 2 artabas wheat = 16 drachmas (8 dr/art),πυρου,2,αρταβων,16,δραχμαι,32.88,no,OTHER,,0.0,,True,high,πυρου,10.0,artaba,80.0,drachma,The phrase 'τιμῆς πυροῦ' explicitly indicates a valuation of wheat. The entry 'ὑπὲρ Σοήρεως Ἀπολλωνίου ἀρτάβαι 10 δραχμαὶ 80' clearly links 10 artabas of wheat to 80 drachmas.
47,A_money,sb;8;9699,keiner,Hermopolites,,,πυρου,χμαὶ 8 | 5 Ἐπιμάχο υ εἰς δαπάνη ν ὀψία ς δραχμαὶ 4 | 12 Ἐπιμάχο υ ὁμοίως δ πι δραχμαὶ 4 | 13 τιμῆ ς πυροῦ ἀρταβῶν 6 ἐκ δραχμῶν 10 ἀργ υρίου δραχμαὶ 60 | 20 τιμῆ ς πυροῦ ἀρταβῶν 14 πεπραμένω ν κατὰ μ έρος Ἐ,True,True,True,TP,,,,,,"Price: same doc sb;8;9699, τιμῆς πυροῦ ἀρταβῶν 6 ἐκ δραχμῶν 10 + πεπραμένων sale",πυρου,6,αρταβων,10,δραχμων,46.76,yes,PRICE,"rate_construction,priceword_ext",0.8,,True,high,πυρου,6.0,artaba,60.0,drachma,"The phrase 'τιμῆς πυροῦ ἀρταβῶν 6 ἐκ δραχμῶν 10 ἀργυρίου δραχμαὶ 60' explicitly states the price (τιμή) of 6 artabas of wheat (πυροῦ) at 10 drachmas per artaba, totaling 60 drachmas of silver. The subsequent line also mentions 'πεπραμένων' (sold), confirming a sale context."
48,A_money,p.iand;7;138,Weizenlieferungen von Dörfern des Themistes - Bezirkes,Arsinoites,0101,0150,πυρου,υτέρειαν | διαδεχ ομένων πυροῦ ἀρτάβαι 87 1/2 το ύτ ων ἑκατοστῆς πυροῦ ἀρτάβη 1 1/3 1/24 | λοιπ ὸν πυροῦ ἀρτάβαι 86 1/8 δραχμαὶ 700,True,True,True,FP,,,,,,"ἑκατοστῆς πυροῦ — 1% tax on wheat, administrative context",πυρου,39.25,αρταβαι,0.25,δραχμαι,31.23,no,OTHER,,0.0,,True,high,πυρου,39.25,artaba,400.0,drachma,"The remaining quantity of wheat (λοιπὸν πυροῦ ἀρτάβαι 39 1/4) is directly followed by a monetary amount (δραχμαὶ 400), indicating its valuation in an account."
49,A_money,p.col;4;63,Daily Record of Receipts and Expenditures,Philadelphia? (Arsinoites),-0257-02-23,,σιτου,Μενελα ί δα ἀρ γυρίου δραχμὰς 12 | Ἐφέσωι εἰς ἐφημερίδα χαλ κοῦ δραχμὰς 4 4 | Σ ώσωι εἰς ἀγορασμὸν σίτου τοῦ Ἀ θ ρίβους ἀρ γυρίου δραχμὰς 256 | τ ῶι τορ ευτῆι εἰς τὸν φιμὸν τῆς μα χ α ίρας ἀργ υρίου δραχμ,True,False,True,FP,,,,,,"εἰς ἀγορασμὸν σίτου — money for purchasing grain, but no price rate stated",πυρωνι,,,20,δραχμασ,39.93,no,PRICE,priceword_ext,0.6,,False,high,σιτου,,,,,"The phrase 'κάτεργον σίτου ἀρταβῶν 4 τῶν ἀνενεχθεισῶν ... χαλκοῦ δραχμὴν 1' indicates an expenditure (κάτεργον) of 1 drachma for the 4 artabas of wheat that were transported (ἀνενεχθεισῶν). This is a freight or handling fee, not a sale price for the grain itself."
50,A_money,p.col;2;1r_4col7,"Receipts for payments by the state bank for services of transport, men and guards",Ptolemais Euergetis (Arsinoites),,,πυρου,δ ε | κα. γίνονται δραχμαὶ 112 . ἐσμὲν δέ· | Ἡρώιδης Διοσκόρου πυροῦ ἀρτάβας 3 . | Ὀρσεῦς καὶ Σώτας πυροῦ ἀρτάβας 3 1/2 1/3 1/24 . | Ε ορος ὁ κ αὶ Σώτας πυροῦ ἀρτάβης 1/24 . | Ὧ ρ ο ς Ἀπολλωνίου πυροῦ ἀρτά,True,True,True,FP,,,,,,"Transport: list of persons and grain amounts, no price linkage",,,,,,,,TRANSPORT,,,TRANSPORT,False,high,πυρου,,,,,"The text mentions 'ὑπὲρ φορέτρου πυροῦ' (for the freight of wheat), indicating a transportation fee for grain, not a sale or valuation price of the grain itself."
51,A_money,p.tebt;1;61b,Report on the Crops at Kerkeosiris,Kerkeosiris (Arsinoites),-0117-03,-0117-04,πυρου,"πυροῦ 8 , χαλκοῦ 2 1/2 ?. | τῆς ἐν τῶι 30 ἔτει 20 ἀνὰ 4 ι 1/2 1/3 1/12 96 1/2 , ὧν πυροῦ ὀλύ ρας αἳ πυροῦ 10 , χαλκοῦ | τῆς ἐν τῶι 2 ἔτει ἀρτάβαι ὧν πυροῦ 14 κρ ι θ ῆ ς αἳ | πυρο ῦ 14 1/3 1/12 , | ὀλύ ρα ς",True,True,True,FP,,,,,,,πυρου,225,αρταβαι,24.5,χαλκου,25.01,no,OTHER,,0.0,,False,high,πυρου,,,,,"The passage lists quantities of various grains (wheat, barley, spelt) and 'χαλκοῦ' (bronze/copper), often expressed as equivalents to wheat (αἳ πυροῦ). There is no monetary unit explicitly linked to the grain quantities in a transactional or valuation context."
52,A_money,stud.pal;20;75,keiner,Hermopolites,0301,0400,σιτου,λαντα 66 δραχμαὶ 4000 | κριθῆς εἰς τὴν ἀννώνα ν ἀννώνα τοῦ ἡγεμό | νος ἀρτάβαι 25 10 5 τάλαντα 375 | σίτου ὁμοί ω ς ἀρτάβαι 10 ἐκ ταλάντων δραχμῶν 30 τάλαντα 300 . | ταῦτα πάντα προέχρησα καὶ | ἐδανεισάμην,True,True,True,ME,,,,,,"σίτου... ἀρτάβαι 10 ἐκ ταλάντων δραχμῶν 30 τάλαντα 300 — rate construction for annona grain, but values present",,,,,,,,,,,,True,medium,σιτου,10.0,artaba,300.0,talent,"The text explicitly states 'σίτου ... ἀρτάβαι 10 ... τάλαντα 300', indicating 10 artabas of wheat are valued at 300 talents. This is a valuation, likely for annona given the preceding entry for barley. The phrase 'ἐκ ταλάντων δραχμῶν 30' is ambiguous and does not provide a clear, consistent unit price for the grain."
53,A_money,bgu;20;2840,Amtliche Korrespondenz über Kornlieferung für Soldaten,Herakleopolites,,,πυρου,ς 10 ἄ λλ οις ὧν 192 τάλαντα 5 πυροῦ ἀρτάβας χ | πυροῦ ἀρτάβας 703 1/2 κ αὶ εἰς Π αυν ι τάλαντα 5 Β πυροῦ ἀρτάβας 703 1/2 γίνονται τάλαντα 10 4013 3 πυροῦ ἀρτάβαι 1406 | α ἐν τ ῇ ι 2 ἐν τ ῶ ι βα σιλικῶι μη,True,True,True,FP,,,,,,"Large-scale grain account: thousands of artabas + talents, administrative",πυρου,889,αρταβαι,19,ταλαντα,29.46,no,OTHER,,0.0,,False,high,πυρου,,,,,"The passage mentions quantities of wheat (πυροῦ ἀρτάβας) and a deduction, but no monetary amounts or terms indicating a price, sale, or valuation are present."
54,A_money,sb;26;16460,Fragment eines Tempelinventars (γραφὴ ἱερέων καὶ χειρισμοῦ),Tebtynis (Arsinoites),0107,0108,πυρου,ῖς ἁγνεύουσι κ ατὰ μῆν α | φακοῦ ἀρτάβαι 1/2 1/4 τοῦ ἐνιαυτοῦ ἀρτάβαι 9 . γίνονται δραχμαὶ 1744 καὶ πυροῦ ἀρτάβαι 216 1/2 καὶ φακοῦ ἀρτάβαι 9 α ἱ λ οιπ αὶ πᾶσιν το ῖ ς θεοῖς | ων ὡς πρόκειται πρόκιται τοῖς,True,True,True,FP,,,,,,,πυρου,44.5,αρταβαι,68,δραχμαι,41.68,yes,PRICE,priceword_ext,0.6,,False,high,πυρου,,,,,"The text mentions drachmas for aromatics (τιμῆς ἀρωμάτων) and quantities of wheat (πυροῦ ἀρτάβαι) distributed to priests and those purifying, but no monetary value is linked to the grain."
55,A_money,p.tebt;1;72,Report on the Crops at Kerkeosiris,Kerkeosiris (Arsinoites),-0113-03,-0113-04,πυρου,"ι ἐμβρόχου 172 1/2 ι 1/4 ἀρτάβαι 926 2/3 , | ὧν πυροῦ 651 1/12 κρι θῆς αἳ πυροῦ 14 1 1/2 ὀλ ύρας αἳ πυροῦ 89 1/2 1/3 1/12 | χαλκοῦ 44 1/6 . | κεχερσευμένης τῆς ἀπὸ τοῦ 30 ἔτους ἀ πὸ τ ῆ ς | πρότερον ἀναγρα",True,True,True,FP,,,,,,Tax register p.tebt;1;72: land tax grain assessment,πυρου,167.5,αρταβαι,166,χαλκου,33.26,no,OTHER,,0.0,,False,high,πυρου,,,,,"The passage details quantities of wheat (πυροῦ) and another commodity (χαλκοῦ, likely a type or quality of grain, not money) in artabas, possibly related to a yield or distribution. There is no mention of currency or any transactional terms indicating a price."
56,A_money,o.bodl;2;1828,keiner,Theben,0101,0200,πυρου,ὲρ Πετεμ γό μοι 4 | γίνονται γό μοι 11 λο ιποὶ γό μοι 39 . ||| | ἔτους Φαῶ φι 3 δραχμαὶ 20 | ἄλ λη πυροῦ ἀρτάβη 1 | ἄλ λη πυροῦ ἀρτάβη 1 | ἄλ λαι πυροῦ ἀρ τάβαι 2 .,True,True,True,FP,,,,,,"Account: δραχμαὶ 20 and πυροῦ ἀρτάβη 1 listed separately, no price rate",πυρου,1,αρταβη,20,δραχμαι,27.83,no,OTHER,,0.0,,False,high,πυρου,,,,,"The text lists a monetary amount (20 drachmas) and then, separately, quantities of wheat (4 artabas total). There is no explicit transactional link (e.g., 'price of', 'for', 'rate') connecting the money to the grain."
57,A_money,p.louvre;2;103,Verwaltungsdokument,Arsinoites (?),0001,0200,πυρου,| λ ο ιπ αὶ Σισόιτος 4 ἔτους πυροῦ ἀρτάβαι 50 1/2 | γίνονται λοιπ αὶ Σισόιτο ς 1 ἔτους καὶ 4 ἔτους πυροῦ ἀρτάβαι . | Σοκομῆνι ς Ἡρακλείου 4 ἔτους πυροῦ χαλκ ῶι ἀρτάβαι 80 1/2 1/6 | εἰς ἃς μεμετρῆσθαι | ve,True,True,True,FP,,,,,,Account: grain quantities listed (πυροῦ ἀρτάβαι 50½) but no price linkage,πυρου,14.5,αρταβαι,4,δραχμων,38.5,no,PRICE,rate_construction,0.8,,True,high,πυρου,1.0,artaba,4.0,drachma,"The phrase 'φακοῦ ἀρτάβαι 14 1/2 ἐκ δραχμῶν 4' explicitly states a rate of 4 drachmas per artaba for lentils. While the total calculation is damaged, the unit price is clear."
58,A_money,p.david;;1,Inventar und Einkünfte eines ägyptischen Tempels,Soknopaiu Nesos (Arsinoites),0138,,πυρινοι,"| ἱερὸ ν Ἴσιδος Εἴσιδος Νεφρέμμιδος θεᾶς μεγίστης ἐν ᾧ | ἀνδριάντες λίθινοι 3 καὶ λυχνία χ αλκῆ, | πύρινοι χαλκοῖ 2 , σά λ πινγες χα λκα ῖ 3 π αρα | ι ερει ο ||| | γραφὴ ἱερέων κα ὶ μ ετὰ τὸ κατʼ ἄνδρα· | ὑ",True,False,True,FP,,,,,,"πύρινοι χαλκοῖ — bronze fire implements (πύρινος adj), not grain (πυρός)",,,,,,,,,,,,,,πυρινοι,,,,,
59,A_money,p.sarap;;79e,Comptes de dépenses au titre de l’impôt,Hermopolites,0127,0128,πυρου,ς ρ δ 2 | 2 χαλκοῖ 2 2 | δ 4 δ προ σδιαγραφόμενα 2 χαλκοῖ 2 2 | γίνονται 11 2 1/2 | δραχμαὶ 382 4 | πυροῦ ἔτους ὑ π ὲρ | ρ ἀρτάβαι 8 δραχμαὶ 64 | κο ἀρτάβαι 4 δραχμαὶ 32 | Πά τ ρη ὑ π ὲρ ἀρτάβαι 4 δραχμαὶ,True,True,True,TP,,,,,,"p.sarap;;79e: πυροῦ... ἀρτάβαι 8 δραχμαὶ 64 — 8 artabas = 64 drachmas (8 dr/art), tax payment context but with rate",πυρου,2,αρταβων,16,δραχμαι,32.88,no,OTHER,,0.0,,True,high,πυρου,10.0,artaba,80.0,drachma,The phrase 'τιμῆς πυροῦ' explicitly indicates a valuation of wheat. The entry 'ὑπὲρ Σοήρεως Ἀπολλωνίου ἀρτάβαι 10 δραχμαὶ 80' clearly links 10 artabas of wheat to 80 drachmas.
60,A_money,p.berl.frisk;;1,Bankakten aus dem Faijûm,Ptolemais Euergetis (Arsinoites),,,πυρου,"νος μερίδ ος εἰς τοὺς | ὅρμους γενή ματος 17 ἔτους πυροῦ ἀρτάβας 2 1/12 , κριθ ῆς | , τιμῆς τοῦ μὲν πυροῦ ὡς τῆς ἀρτάβης | ἑκά στης 8 , τὰς συν αγομ ένας ἀργυ ρίου δραχμ ὰς | 16 4 , τῆς δὲ κριθῆς ὡς τῶν |",True,True,True,ME,,,,,,,πυρου,2.083333,αρταβασ,25,δραχμασ,27.63,no,PRICE,priceword_ext,0.6,,True,high,πυρου,12.0,artaba,8.0,drachma,"The phrase 'τιμῆς ... ὡς τῆς ἀρτάβης ἑκάστης 8' explicitly states a valuation rate of 8 drachmas per artaba for 12 artabas of wheat. The total amount 'ἐνενή' (ninety) is incomplete and potentially inconsistent with 12*8=96, indicating damage."
61,A_money,p.wash.univ;2;91,Private Account,Oxyrhynchos,0201,0300,πυρου,| Σ ερήνῳ Ταπιτᾶ δραχμαὶ 20 4 | Ἀντωνίᾳ ρ δευτέρᾳ 4 | 19 Κοπρῇ Ὡρείων ος δραχμαὶ 20 ὧν λή μματος | πυροῦ ἀρταβῶν 28 δραχμαὶ 2 χ 3 δραχμαὶ 8 γίνονται δραχμαὶ 10 | |,True,True,True,BORDER,,,,,,πυροῦ ἀρταβῶν 28 δραχμαὶ 2 — grain and money in receipt but relationship unclear,,,,,,,,,,,,True,high,πυρου,28.0,artaba,10.0,drachma,"The phrase 'ὧν λήμματος' (of which income) introduces a receipt. 'πυροῦ ἀρταβῶν 28' (28 artabas of wheat) is followed by a calculation 'δραχμαὶ 2 χ 3 δραχμαὶ 8 γίνονται δραχμαὶ 10' (2 drachmas x 3, 8 drachmas, total 10 drachmas). This indicates that the 10 drachmas represent the monetary value received for the 28 artabas of wheat."
62,A_money,p.petr;3;109,Military Taxes,Arsinoites,-0248-11-01,,πυρου,23 2 πυροῦ 3 | τοῦ 37 ἔτους χωματι κὸν | ἁλικῆς δραχμὰς | ἐ ν νόμιον σὺν φυ λακιτικῶι | φυλακιτικὸν πυροῦ 3 | γίνονται δραχμαὶ 122 πυροῦ 6 | τ οῦ 38 ἔτους χωματι κὸν δραχμὰς 16 | ἁλικῆς δραχμὰς 11 | φυλακ,True,False,True,FP,,,,,,,πυρου,,,18,δραχμαι,25.05,no,OTHER,,0.0,,True,high,πυρου,15.0,artaba,150.67,drachma,"The phrase 'δραχμαὶ 150 4 κριθῆς ἀρτάβας 15' explicitly links 15 artabas of barley to 150 drachmas and 4 obols (150 + 4/6 drachmas), indicating a price."
